,sentence,label
1319,Ok...,0
1320,Correct. So how was work today,0
1321,"Just sent again. Do you scream and moan in bed, princess?",0
1322,"I wake up long ago already... Dunno, what other thing?",0
1323,Oh just getting even with u.... u?,0
1324,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,0
1325,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0
1326,Yeah jay's sort of a fucking retard,0
1327,"Sorry, was in the bathroom, sup",0
1328,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,1
1329,My exam is for february 4. Wish you a great day.,0
1330,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,0
1331,"Aight no rush, I'll ask jay",0
1332,Good Morning plz call me sir,0
1333,It's ok lar. U sleep early too... Nite...,0
1334,"Oh... Icic... K lor, den meet other day...",0
1335,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",0
1336,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",0
1337,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",0
1338,Then she buying today? Ü no need to c meh...,0
1339,Aight sorry I take ten years to shower. What's the plan?,0
1340,Every monday..nxt week vl be completing..,0
1341,Might ax well im there.,0
1342,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,0
1343,Yeah I'll try to scrounge something up,0
1344,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,0
1345,Were somewhere on Fredericksburg,0
1346,Que pases un buen tiempo or something like that,0
1347,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,0
1348,She doesnt need any test.,0
1349,"Nothing much, chillin at home. Any super bowl plan?",0
1350,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",1
1351,Bugis oso near wat...,0
1352,Yo theres no class tmrw right?,0
1353,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,0
1354,"Goodnight, sleep well da please take care pa. Please.",0
1355,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,0
1356,Convey my regards to him,0
1357,U ned to convince him tht its not possible witot hurting his feeling its the main,0
1358,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",0
1359,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,0
1360,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",0
1361,Yo dude guess who just got arrested the other day,0
1362,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,0
1363,What does the dance river do?,0
1364,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",0
1365,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,0
1366,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1
1367,Bbq this sat at mine from 6ish. Ur welcome 2 come,0
1368,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",0
1369,Alright. I'm out--have a good night!,0
1370,Did you try making another butt.,0
1371,Hope you are feeling great. Pls fill me in. Abiola,0
1372,I though we shd go out n have some fun so bar in town or something – sound ok?,0
1373,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0
1374,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",1
1375,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",1
1376,We're finally ready fyi,0
1377,Auntie huai juan never pick up her phone,0
1378,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1
1379,"Ya tel, wats ur problem..",0
1380,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1
1381,i dnt wnt to tlk wid u,0
1382,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",0
1383,Its ok my arm is feeling weak cuz i got a shot so we can go another time,0
1384,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,0
1385,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",0
1386,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,0
1387,All e best 4 ur exam later.,0
1388,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,0
1389,Oh k.i think most of wi and nz players unsold.,0
1390,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",0
1391,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",0
1392,"Haha just kidding, papa needs drugs",0
1393,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",0
1394,Oh ok..,0
1395,R we still meeting 4 dinner tonight?,0
1396,Thats cool! I am a gentleman and will treat you with dignity and respect.,0
1397,Shall i start from hear.,0
1398,Then we wait 4 u lor... No need 2 feel bad lar...,0
1399,No did you check? I got his detailed message now,0
1400,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0
1401,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",0
1402,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,0
1403,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0
1404,cool. We will have fun practicing making babies!,0
1405,Actually getting ready to leave the house.,0
1406,K..k..any special today?,0
1407,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",1
1408,Then we gotta do it after that,0
1409,"I've got ten bucks, jay is being noncomittal",0
1410,Where at were hungry too,0
1411,Pls speak to that customer machan.,0
1412,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,0
1413,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0
1414,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,1
1415,So wats ur opinion abt him and how abt is character?,0
1416,Jay is snickering and tells me that x is totally fucking up the chords as we speak,0
1417,No..few hours before.went to hair cut .,0
1418,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,0
1419,Lmao. Take a pic and send it to me.,0
1420,Speak only when you feel your words are better than the silence... Gud mrng:-),0
1421,No. She's currently in scotland for that.,0
1422,Do you work all this week ?,0
1423,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,1
1424,Lol great now im getting hungry.,0
1425,Yes.. now only saw your message..,0
1426,I'll be at mu in like  &lt;#&gt;  seconds,0
1427,Ok...,0
1428,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0
1429,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",0
1430,For sale - arsenal dartboard. Good condition but no doubles or trebles!,1
1431,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,0
1432,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",0
1433,Thanks for ve lovely wisheds. You rock,0
1434,You intrepid duo you! Have a great time and see you both soon.,0
1435,I asked sen to come chennai and search for job.,0
1436,Dad went out oredi...,0
1437,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",0
1438,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,0
1439,"Arms fine, how's Cardiff and uni?",0
1440,In fact when do you leave? I think addie goes back to school tues or wed,0
1441,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",0
1442,Ya:)going for restaurant..,0
1443,"Its ok., i just askd did u knw tht no?",0
1444,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,1
1445,Those ducking chinchillas,0
1446,I am in a marriage function,0
1447,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,0
1448,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,0
1449,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,1
1450,say thanks2.,0
1451,Msg me when rajini comes.,0
1452,Ya! when are ü taking ure practical lessons? I start in june..,0
1453,"That's good, because I need drugs",0
1454,Stupid.its not possible,0
1455,Can ü all decide faster cos my sis going home liao..,0
1456,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,1
1457,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,0
1458,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,1
1459,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0
1460,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1
1461,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",0
1462,Kinda. First one gets in at twelve! Aah. Speak tomo,0
1463,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1
1464,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,0
1465,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0
1466,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",1
1467,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0
1468,I wont touch you with out your permission.,0
1469,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,1
1470,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0
1471,Take some small dose tablet for fever,0
1472,Oh. U must have taken your REAL Valentine out shopping first.,0
1473,"Just sent you an email – to an address with incomm in it, is that right?",0
1474,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",0
1475,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",0
1476,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",0
1477,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,0
1478,Why you keeping me away like this,0
1479,I think its far more than that but find out. Check google maps for a place from your dorm.,0
1480,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,0
1481,Have you always been saying welp?,0
1482,"I'm a guy, browsin is compulsory",0
1483,Ok...,0
1484,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0
1485,"Sorry, I'll call later",0
1486,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",0
1487,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",0
1488,I told your number to gautham..,0
1489,Tell them no need to investigate about me anywhere.,0
1490,Ok i juz receive..,0
1491,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",0
1492,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",1
1493,In the end she might still vomit but its okay. Not everything will come out.,0
1494,How are you with moneY...as in to you...money aint a thing....how are you sha!,0
1495,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,0
1496,Hey gals.. Anyone of u going down to e driving centre tmr?,0
1497,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,0
1498,I'm putting it on now. It should be ready for  &lt;TIME&gt;,0
1499,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",0
1500,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",1
1501,Host-based IDPS for linux systems.,0
1502,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1
1503,Don no da:)whats you plan?,0
1504,Ill be there on  &lt;#&gt;  ok.,0
1505,Oh my God. I'm almost home,0
1506,Total video converter free download type this in google search:),0
1507,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,1
1508,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0
1509,Sounds like something that someone testing me would sayy,0
1510,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,0
1511,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",0
1512,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,0
1513,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",0
1514,Hows the champ just leaving glasgow!,0
1515,K:)all the best:)congrats...,0
1516,I wonder if you'll get this text?,0
1517,I need to come home and give you some good lovin...,0
1518,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,1
1519,Shall i ask one thing if you dont mistake me.,0
1520,Check wid corect speling i.e. Sarcasm,0
1521,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",1
1522,Are you angry with me. What happen dear,0
1523,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,0
1524,Yup ok thanx...,0
1525,Hi:)cts employee how are you?,0
1526,Pls pls find out from aunt nike.,0
1527,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",0
1528,No screaming means shouting..,0
1529,Hey what happen de. Are you alright.,0
1530,Should I have picked up a receipt or something earlier,0
1531,I think chennai well settled?,0
1532,Oh dang! I didn't mean o send that to you! Lol!,0
1533,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,0
1534,Horrible bf... I now v hungry...,0
1535,Remember on that day..,0
1536,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1
1537,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,0
1538,All sounds good. Fingers . Makes it difficult to type,0
1539,Midnight at the earliest,0
1540,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,0
1541,K come to nordstrom when you're done,0
1542,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0
1543,Now press conference da:),0
1544,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",1
1545,After completed degree. There is no use in joining finance.,0
1546,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",0
1547,Shant disturb u anymore... Jia you...,0
1548,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,0
1549,"Me, i dont know again oh",0
1550,Dude sux for snake. He got old and raiden got buff,0
1551,He says hi and to get your ass back to south tampa (preferably at a kegger),0
1552,In e msg jus now. U said thanks for gift.,0
1553,U too...,0
1554,Ok how you dear. Did you call chechi,0
1555,Yeah we do totes. When u wanna?,0
1556,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,0
1557,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),0
1558,Wat r u doing?,0
1559,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,0
1560,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",0
1561,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",0
1562,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,0
1563,Dude just saw a parked car with its sunroof popped up. Sux,0
1564,Get ready to put on your excellent sub face :),0
1565,Tmrw. Im finishing 9 doors,0
1566,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",0
1567,I am late. I will be there at,0
1568,"whatever, im pretty pissed off.",0
1569,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0
1570,I dont have that much image in class.,0
1571,No:-)i got rumour that you going to buy apartment in chennai:-),0
1572,Near kalainar tv office.thenampet,0
1573,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,1
1574,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,1
1575,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,0
1576,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",0
1577,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,0
1578,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",0
1579,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,0
1580,"Why is that, princess? I bet the brothas are all chasing you!",0
1581,"I shall book chez jules for half eight, if that's ok with you?",0
1582,Hhahhaahahah rofl wtf nig was leonardo in your room or something,0
1583,"Yep, at derek's house now, see you Sunday &lt;3",0
1584,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",0
1585,"Sorry, I'll call later",0
1586,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,0
1587,There are no other charges after transfer charges and you can withdraw anyhow you like,0
1588,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0
1589,At 4. Let's go to bill millers,0
1590,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,0
1591,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",0
1592,That's my honeymoon outfit. :),0
1593,Will it help if we propose going back again tomorrow,0
1594,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,1
1595,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0
1596,Pls confirm the time to collect the cheque.,0
1597,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,1
1598,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1
1599,Daddy will take good care of you :),0
1600,"Yeah probably, I still gotta check out with leo",0
1601,K.then any other special?,0
1602,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,0
1603,Ok pa. Nothing problem:-),0
1604,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,0
1605,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",0
1606,When you came to hostel.,0
1607,Ok no prob... I'll come after lunch then...,0
1608,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,0
1609,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,0
1610,You all ready for * big day tomorrow?,0
1611,I'll probably be around mu a lot,0
1612,645,0
1613,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,1
1614,Thnx dude. u guys out 2nite?,0
1615,Me sef dey laugh you. Meanwhile how's my darling anjie!,0
1616,Mm i had my food da from out,0
1617,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",0
1618,Did u download the fring app?,0
1619,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,0
1620,Friends that u can stay on fb chat with,0
1621,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",0
1622,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",0
1623,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,1
1624,"Ah, well that confuses things, doesn‘t it?",0
1625,500 free text msgs. Just text ok to 80488 and we'll credit your account,1
1626,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0
1627,Dear how you. Are you ok?,0
1628,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",1
1629,Yes princess! I want to make you happy...,0
1630,Sounds like you have many talents! would you like to go on a dinner date next week?,0
1631,I am going to film 2day da. At 6pm. Sorry da.,0
1632,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0
1633,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,0
1634,Yesterday its with me only . Now am going home.,0
1635,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",1
1636,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",0
1637,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",0
1638,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",1
1639,Great comedy..cant stop laughing da:),0
1640,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,1
1641,"Alright, we're all set here, text the man",0
1642,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",0
1643,Sleeping nt feeling well,0
1644,U WILL SWITCH YOUR FONE ON DAMMIT!!,0
1645,India have to take lead:),0
1646,I.ll post her out l8r. In class,0
1647,Thts wat Wright Brother did to fly..,0
1648,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",0
1649,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),0
1650,ITS A LAPTOP TAKE IT WITH YOU.,0
1651,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,0
1652,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,0
1653,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",1
1654,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?,0
1655,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",0
1656,At 7 we will go ok na.,0
